ID,organizationName,category,additionalOrgDonateCondition,donateLink,viewLink,missionStatement,region,logo
1255,Water Walkers,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1255,waterwalkers,"We provide access and opportunities for youth in urban areas to experience watersports, outdoor adventure, and educational resources, resulting in confident and empowered leaders who are ready to walk on the rough waters of life.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1255?thumbnail=1&maxWidth=290&maxHeight=164
1019,Watershed Public Theatre,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1019,WatershedTheatre,"At Watershed Public Theatre, we believe that theatre is the ultimate collaborative art and work to bring together arts professionals, volunteers, students and patrons to share in the illumination that only live performance can provide. We maintain our focus on nurturing community and practicing social and environmental responsibility while striving for the highest quality of artistic and educational experiences. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1019?thumbnail=1&maxWidth=290&maxHeight=164
3852,Waves of Grace,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3852,wavesofgrace,"Our mission is to provide all-expense paid, beach vacations to cancer patients and their families.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3852?thumbnail=1&maxWidth=290&maxHeight=164
536,"WAVES, Incorporated",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=536,waves,Empowering individuals with intellectual and developmental disabilities to progress toward their full potential.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/536?thumbnail=1&maxWidth=290&maxHeight=164
4114,WayMakers Counseling Center ,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=4114,waymakers,"WayMakers is a faith based life enhancement and addiction recovery service program with the vision of transforming lives by the renewing of their mind, through inner strength, hope, love, equality and community responsibility.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4114?thumbnail=1&maxWidth=290&maxHeight=164
1264,Wayne County Helping Hands,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1264,wchh,"Helping Hands Overcoming Addiction provides faith-based support for individuals suffering from physical and mental substance abuse disorder.

Gateway House Mission Statement
At the Gateway House for women we strive to create a safe home environment supported by love, hope and faith, while facilitating  the treatment process that leads to a successful substance abuse recovery.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1264?thumbnail=1&maxWidth=290&maxHeight=164
755,Wayne Reed Christian Childcare Center,Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=755,waynereedchildcare,To Provide Hope for the Families We Serve,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/755?thumbnail=1&maxWidth=290&maxHeight=164
4247,Waypoint Vets Inc,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4247,WaypointVets,Uniting and Empowering Veterans through Activities and Adventure.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4247?thumbnail=1&maxWidth=290&maxHeight=164
1163,Wee Care Day Care Center,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=1163,weecare,"Wee Care Day Care provides care for eligible children ages 6 weeks to 5 years of age, nurturing the academic growth and development in young children for school readiness and creating Learners for Life regardless of race or national origin.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1163?thumbnail=1&maxWidth=290&maxHeight=164
1267,Welch College,Colleges/Universities,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1267,WelchCollege,"The mission of Welch College is to educate leaders to serve Christ, His Church, and His Wrold through Biblical thought and life.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1267?thumbnail=1&maxWidth=290&maxHeight=164
587,Welcome Home Ministries,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=587,WHM,To enter worlds of brokenness in order that all might experience wholeness in Jesus Christ.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/587?thumbnail=1&maxWidth=290&maxHeight=164
4198,The Well Coffeehouse,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4198,WellCoffeehouse,"The Well Coffeehouse is turning coffee into water. 

The Well is participating for the first time ever in The Big Payback!

YOU  can help our friends and farming partners in Honduras with more access to clean water in the wake of some damaging hurricanes.
 
As a non-profit coffeehouse, we're focusing on raising $10,000 to purchase this year's crop of Finca la Camotera from our direct-trade partner Edi Sarmiento in Honduras.

With this investment, YOU can help provide TRIPLE THE IMPACT allowing access to 850 PEOPLE WITH SAFE, CLEAN WATER!

We are driven by our purpose to love coffee and love people even more. Our journey began in Nashville in 2012 to build community locally at our coffeehouses and to make an impact globally with our profits by building water wells, prioritizing safe water needs in the countries from which we source the world's best coffee. Since then, thousands like you have been a part of our community in our stores and thousands now have access to safe water across the globe. So, let us serve you a cup of your favorite coffee, as together we help to serve the world. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4198?thumbnail=1&maxWidth=290&maxHeight=164
1173,The Well Outreach,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1173,TheWellOutreach,"The Well Outreach exists to be the hands and feet of Jesus by serving those in need through supporting spiritual, emotional, and physical growth.  This outreach includes a food pantry that is open 4 mornings and 2 evenings per week, a weekend backpack food program in area schools, 'snack stash' bins full of snacks provided to area schools, mobile food pantries held several times a year serving the larger community, and family coaching support.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1173?thumbnail=1&maxWidth=290&maxHeight=164
4149,The West End Connection,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4149,westendconnection,Preserving the rich history of this community. Connecting with one another for the betterment of West End while fostering new relationships with our neighbors.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4149?thumbnail=1&maxWidth=290&maxHeight=164
922,West Nashville Dream Center / Dream Streets,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=922,dreamstreetsTN,Dream Streets exists to protect and empower our neighbors living in distress.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/922?thumbnail=1&maxWidth=290&maxHeight=164
3857,West Nashville Sports League,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3857,wnsl,"The West Nashville Sports League (WNSL) is a 501c3 onprofit in its 26th year.  WNSL prides itself on organization, communication and awareness of families needs while encouraging participants to have fun and focus on sportsmanship, fairness of play and recreational competition.  It's not whether you win or lose, it's how you play the game.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3857?thumbnail=1&maxWidth=290&maxHeight=164
252,Westminster Home Connection,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=252,westminster,"Westminster Home Connection, a nonprofit construction agency, serves older adults and persons with disabilities whose homes have become unsafe places to live, due to issues of function or mobility. Our low-cost improvements give homeowners a way to remain in the home they love and in the communities where they've built their lives. 

Our work preserves affordable housing. Over 50% of existing housing units in middle Tennessee are single unit homes lived in by the homeowner. Preserving these homes is key to affordable housing. Westminster repairs several hundred houses a year, making them safer, more functional, and more likely to be preserved.

Our clients on average are 71 years old with a median monthly household income of less than $2,000. Two-thirds are female and 55% are persons of color.

Solve a crisis with us: As home prices and construction costs continue to soar, Middle Tennessee will never be able to build its way out of the affordable housing crisis. The Westminster Home Connection model preserves the affordability of existing homes at a nominal cost by ensuring they're livable for the current homeowners.

Give relief with us: We give clients a path to age in place safely and with dignity.
Serving Middle Tennesseans in seven counties, our construction teams resolve safety, mobility, and functionality issues, including step-in bathtubs, wheelchair ramps, electrical issues, and leaky pipes, that might otherwise cause homeowners to be forced to leave their homes.

Make an impact with us: We provide a replicable service model to interested partners. 
Every community has members in need of critical home repairs and mobility modifications. Let us help you help them. Our model allows for service offerings to be expanded over time as the capacity and skill of your team increases, eventually including a comprehensive home assessment process to prioritize repair needs.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/252?thumbnail=1&maxWidth=290&maxHeight=164
4088,WFSK Jazzy 88,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4088,WFSKJazzy88,JAZZY 88 strives to provide high-quality programming which is both educational and entertaining. Serving the Metropolitan Nashville area with information the general public can use in their daily lives.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4088?thumbnail=1&maxWidth=290&maxHeight=164
4137,When We Are Us Inc,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4137,whenweareus,"Our mission is to ignite the talents and ideas of children in an underserved populous area by encouraging and supporting their future. 

We want to make a difference in the lives of youth of Nashville by providing them with the tools, resources and support they need in order to shape them into the leaders of tomorrow.  When We Are Us is a 501(c)(3) nonprofit offering the youth of Nashville a chance to reach their fullest potential.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4137?thumbnail=1&maxWidth=290&maxHeight=164
3860,White County Humane Society,Animals,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3860,WCHSSN,To eliminate the pain and suffering of animals in White County through an aggressive spay/neuter assistance program.,FALSE,
188,White County Library Foundation,Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=188,WhiteCountyLibrary,The mission of the White County Library Foundation is to further A Growing Library for a Growing Community by assisting in soliciting funds to maintain an adequate Library facility for the twenty-first century.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/188?thumbnail=1&maxWidth=290&maxHeight=164
1089,White Fawn Farm,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1089,whitefawnfarm,"White Fawn  Farm is dedicated  to enriching the lives of families dealing with disabilities and other life challenges through personalized equine therapeutic programs including interacting with horses on the ground, on horseback or in a horse carriage. 

White Fawn Farm  delivers individualized equine therapeutic sessions for people with disabilities and other special challenges; accomplished by hiring highly motivated, professionally trained, compassionate instructors and volunteers to provide a safe, consistent program using suitable horses.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1089?thumbnail=1&maxWidth=290&maxHeight=164
3862,Who U With? Ministries,Religious Institution,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3862,whouwith,Challenging college athletes and coaches to have a passionate and growing relationship with Jesus Christ.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3862?thumbnail=1&maxWidth=290&maxHeight=164
3863,"Why We Can't Wait, Inc.",Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3863,WWCW,"Our mission is to empower and develop youth in underserved communities to be productive citizens in society. In addition, we strive to improve the home dynamics of our participants. As a program that is holistic in nature, we recognize the need to support participants while programming with us, but also improve their home-life. With this, we encourage better parent -child relationships, and work with both to combat growing health concerns such as, but not limited to, childhood diabetes, childhood obesity, violence, and sedentary lifestyles of families.  ",FALSE,
3047,William F. Buchanan CDC,Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3047,WFBCDC,"We connect vulnerable individuals to opportunities and services so they can overcome adversity, experience an improved quality of life, and participate in the revitalization of their community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3047?thumbnail=1&maxWidth=290&maxHeight=164
651,"Williamson Animal Services, Inc./Friends of Williamson County Animal Center",Animals,TRUE,index.php?section=organizations&action=newDonation_org&fwID=651,FriendsofWCAC,"Friends of WCAC's mission is to promote and support quality of life for all animals and the humans who care about them by ensuring a compassionate environment and humane treatment for the animals of Williamson County.     Friends of WCAC's mission focuses on three general areas: 1) To provide support to Williamson County Animal Center; 2) To increase community awareness regarding animal welfare; and 3) To support/initiate legislation and policies that provide compassionate treatment of animals.

",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/651?thumbnail=1&maxWidth=290&maxHeight=164
1259,Williamson Christian College,Colleges/Universities,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1259,williamsoncollege,"Williamson College equips and empowers graduates to be on mission in the world for Christ through a rigorous academic environment.
",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1259?thumbnail=1&maxWidth=290&maxHeight=164
3864,"Williamson County CASA, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3864,WilliamsonCountyCASA,"We advocate for the best interests of abused and neglected children within the court system. Based on the belief that all children are entitled to a safe and permanent home, Williamson County CASA, Inc. works in the court system, through trained community volunteers, in collaboration with key agencies, legal counsel and community resources to serve as the child's advocate and represent the child in juvenile court. We are a 501(c)(3) non-profit organization.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3864?thumbnail=1&maxWidth=290&maxHeight=164
33,Williamson County Child Advocacy Center / Davis House,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=33,davishousecac,"To provide investigative, advocacy, family support, and therapeutic services to children who have experienced sexual or significant physical abuse or other traumatic events, as well as trauma-informed community education, designed to guide our towns and civic spaces to be safer and more resilient for children",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/33?thumbnail=1&maxWidth=290&maxHeight=164
4243,Williamson County Homeless Alliance Inc,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4243,WilcoHomeless,"The mission of the Williamson County Homeless Alliance is to develop and maintain a permanent transitional sanctuary that meets the needs of people experiencing homelessness in Franklin/Williamson County Tennessee by partnering with local government, non-profits, businesses, individuals, and churches.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4243?thumbnail=1&maxWidth=290&maxHeight=164
1248,Williamson County Library Foundation,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1248,WilliamsonCountyLibraryFoundation,"The Williamson County Library Foundation's mission is to enhance the library's programs and services through fundraising, advocacy, and building relationships within the community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1248?thumbnail=1&maxWidth=290&maxHeight=164
170,"Williamson Medical Foundation, Inc.",Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=170,WMCF,"The mission of the Williamson Medical Center Foundation, Inc. is to serve as a charitable and development arm to support Williamson Medical Center in providing health care services. In order to fund capital projects and health outreach programs of Williamson Medical Center, the Foundation seeks charitable gifts of all types, restricted and unrestricted.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/170?thumbnail=1&maxWidth=290&maxHeight=164
691,Willow Oak Center for Arts & Learning at Robertson County,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=691,willowoakartcenter,"Willow Oak Center for Arts & Learning at Robertson County provides experiences in the arts and humanities to all people.

Willow Oak offers educational opportunities in the arts and humanities to children, youth, and adults, in Robertson County and surrounding areas.  Willow Oak promotes cultural development, global awareness, and the well-being of the community and planet through a variety of educational venues offering quality instruction and opportunities for self-growth and discovery in the performing, visual, folk, and expressive arts for men, women, and children from all walks of life who are lifetime learners open to exploration and growth.

Willow Oak is about inspiring and nurturing the creative spirit in a welcoming environment, whether in our onsite classes or the outreach programs we offer to the community.

Willow Oak's Vision Statement:
Setting the standard for inspiring and nurturing artistic expression throughout the region.


",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/691?thumbnail=1&maxWidth=290&maxHeight=164
1099,Wilson Books from Birth,Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=1099,wilsonbooksfrombirth,"Wilson Books from Birth's mission is to foster a love of learning and reading in all Wilson County pre-school children, resulting in improved long-term educational outcomes.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1099?thumbnail=1&maxWidth=290&maxHeight=164
1305,Wilson County Black History Committee,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1305,PickettChapel,"The Wilson County Black History Committee has a vision and mission to share the heritage, arts, and culture of African Americans who lived in Wilson County by restoring Pickett Chapel, a slave-built 1827 sanctuary, into a museum for education, events, and exhibits.  ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1305?thumbnail=1&maxWidth=290&maxHeight=164
238,Wilson County CASA,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=238,wilsoncountycasa,Wilson County CASA provides trained volunteers who advocate in court for the stability and healthy development of abused and neglected children.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/238?thumbnail=1&maxWidth=290&maxHeight=164
354,Wilson County Civic League,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=354,wccl-lebanon,"The Wilson County Civic League (W.C.C.L.) seeks to revitalize our community by empowering residents to become self-reliant, and economically secure.  The W.C.C.L. will be the catalyst for this change by building coalitions and providing and implementing sustainable community development programs that improve people's lives. Our goal is to increase attendance in our programs by collaborating  with the churches and other organizations. Encourage the tenants in our apartments to participate in our programs.Our vision is that residents will have the opportunity to create economically self-sufficient lives in a community that is flourishing with opportunity and growth.Core values:  The W.C.C.L. seeks to strengthen the values of our community by developing and implementing charitable community development programs that emphasize volunteerism, charity, honesty, commitment and service.Motto:  Preventive measures exceed rehabilative efforts.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/354?thumbnail=1&maxWidth=290&maxHeight=164
621,Wilson County Community Help Center,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=621,wcchc,"""We provide heart and help to the Wilson County residents in time of need through individual assistance, through partnering with other Wilson County agencies,  and a clearing house for donated resources that are outsourced to enhance and improve the lives of those who need them most.""

Wilson County Community Help Center, created in 1988, was established to provide heart and help to Wilson County residents by providing food, clothing, household necessities, winter coats and financial assistance for utilities and prescriptions. In addition to this list we also provide, at no cost, everything that we can possibly make available to fire victims within Wilson County to help them restart their lives.  A monthly supply of 'Ensure' is provided at no cost to those within the county that struggle with cancer or weight loss due to aging.   Pre-owned box springs and mattresses are made available for free as they are donated.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/621?thumbnail=1&maxWidth=290&maxHeight=164
1265,Wilson County Emergency Services Rehab Association Inc. (Rehab 23),Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1265,wcrehab23,"To provide direct 24/7/365 support including but not limited to, rest, hydration, nourishment, and medical evaluation to the Wilson County First Responders (law enforcement, fire service and paramedics) at emergency scenes and during training operations. - First Responders experience significant mental, environmental and physical stress- They all require rehabilitation to continue efficiently - Rehab 23 provides rehydration, food, shelter and support at the event site",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1265?thumbnail=1&maxWidth=290&maxHeight=164
4179,Wilson County Master Gardeners,Environment,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4179,wilsoncountymg,"To be recognized by Wilson County residents as the leading organization from which to find useful, proven, and easy to understand horticultural information for the Middle Tennessee area that helps to safeguard the natural world in which we live.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4179?thumbnail=1&maxWidth=290&maxHeight=164
3866,Wilson County Parents as Teachers,Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=3866,WCPAT,"To empower, support and encourage parents as their child's first and most influential teacher, in order that their families may have the optimal opportunity to succeed in life.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3866?thumbnail=1&maxWidth=290&maxHeight=164
1088,Wilson County Salvation Army,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1088,Wilsoncountysalvationarmy,"  Your 'Big Payback' gift today will help support life-changing programs:           

•The Wilson County Salvation Army  Lake Street Learning Center's goal is to give  academic, relational, and spiritual help to 'At-risk' children in the neediest area of Wilson County.  
   •Play-opolis- A tiny town of fun for children. 
   •The Wilson County Salvation Army's Center of Hope gives food, gas, winter housing, and help with rent to people transitioning out of homelessness.  It also provides holiday meals to more than 500 families each year, and Christmas gifts to needy children.  The National Salvation Army's mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.
 ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1088?thumbnail=1&maxWidth=290&maxHeight=164
1196,Wings of Courage,Housing & Shelter,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1196,woc,"To provide resources for all victims/survivors of domestic violence, while encouraging hope and healing through the foundation of God's love.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1196?thumbnail=1&maxWidth=290&maxHeight=164
3791,The Wishes Foundation,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3791,thewishesfoundation,"The Wishes Foundation is a 501(c)(3) nonprofit organization that exists to serve children in need by bringing beloved fairytale characters to life. 

The science behind The Wishes Foundation includes the importance of imaginative play and role models in child development. Programming within The Wishes Foundation specializes in a therapeutic, active play that encourages imaginative play over passive toys and screens that require limited imagination. This interactive programming provides a moment of distraction and support to alleviate the stress of hospitalization, environment, or lack of normal playtime for children and their families to make for a more positive experience. In addition, our famous fairytale characters serve as important role models for children to help shape how they behave in school, relationships, or when making difficult decisions. Specialized character programming can make up for a lack of specialized community services, and our cast and crew alike strive to provide a sense of empowerment for children in pediatric hospitals, special needs schools, and social service institutions.

In our geographical area of Nashville, Tennessee, we are doing our part to serve these populations in our own community. With a total of 13 hospitals in Davidson County, families are more often traveling to Nashville to receive treatment for illness. Additionally, with the growth of Nashville as a major city in the US, we have seen the arrival of countless community shelters and special needs schools. The Wishes Foundation strives to serve this community as completely as possible. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3791?thumbnail=1&maxWidth=290&maxHeight=164
3868,WMOT FM 89.5,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3868,WMOT,"WMOT, 89.5 FM, MTSU's flagship public radio station founded in 1969, is dedicated to an all Americana music format. WMOT Roots Radio, provides the Nashville region with a powerful radio station (100,000 watts) dedicated to the music most deeply connected to Music City's legacy: classic country music, bluegrass, singer/songwriter, folk, soul, R&B and old-school rock and roll. WMOT also continues to offer award-winning jazz programming on secondary channels (89.5HD2, 92.3FM in Rutherford County and 104.9 in Williamson County).",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3868?thumbnail=1&maxWidth=290&maxHeight=164
3869,"Wolf Gap Education Outreach, Inc.",Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=3869,wolfgaptn,"Wolf Gap supports resilient communities that value our shared story, our landscapes, our past, and our future. We serve the past, present,  and future of Giles County with public spaces and public programs.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3869?thumbnail=1&maxWidth=290&maxHeight=164
1295,The Woman's Club of Murfreesboro,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1295,TheWomansClubofMurfreesboro,"To promote and support community-based philanthropic, education, literary and scholarship programs; to promote the appreciation of history through restoration and preservation of the historic Baskette/Woman's Club building located within the North Maney Avenue Historic Overlay District in Murfreesboro, Tennessee; to maintain and preserve the first public lending library in Rutherford County (1887 - 1948); and to carry on other charitable and educational activities associated with this statement as allowed by law.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1295?thumbnail=1&maxWidth=290&maxHeight=164
3870,Women Are Safe,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3870,hickman,"Our mission is to provide safety and support to victims of domestic violence and their children. We encourage healing and empowerment in survivors of all types of domestic abuse including physical, verbal, mental, and emotional abuse. We also strive to improve our community's understanding of the dynamics of domestic violence so that together we can break the cycle.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3870?thumbnail=1&maxWidth=290&maxHeight=164
4330,Women of Color Collaborative,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4330,WOCC,"We're working, playing, and building our way toward a healthier, more equitable future for Black women.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4330?thumbnail=1&maxWidth=290&maxHeight=164
4267,Women Who Rock Inc,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4267,WomenWhoRock,Our purpose is helping women from all backgrounds and cultures be empowered through community advocacy.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4267?thumbnail=1&maxWidth=290&maxHeight=164
936,The Wonderful Life Foundation,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=936,thewonderfullifefoundation,"To provide relief for families experiencing job loss and other unforeseen compounding financial hardships that arise while fighting ongoing, life threatening  pediatric illnesses allowing the focus to remain on hope and healing.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/936?thumbnail=1&maxWidth=290&maxHeight=164
3875,Workers' Dignity Project / Dignidad Obrera,Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3875,workersdignity,"Workers' Dignity Project / Dignidad Obrera is a worker-led center organizing for economic justice and the dignity of all. We are a membership organization of low-wage workers and bus-riders who develop concrete solutions to wage theft and other workplace abuse and advocate for improvements to public transit through education and by building relationships with fellow laborers, faith groups, government agencies, and other community allies.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3875?thumbnail=1&maxWidth=290&maxHeight=164
494,Working Dogs for Vets,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=494,workingdogsforvets,"Working Dogs For Vets Mission is to provide service dogs and training to disabled heroes in need, empowering them as they return to civilian life with newfound independence;  reducing suicide and overcrowding in animal shelters.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/494?thumbnail=1&maxWidth=290&maxHeight=164
4326,Working Mission,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4326,WorkingMission,"Working Mission exists to grow and develop a sustainable foundation for the refugee and international communities, equipping them through intentional relationships, agricultural programs, language and job development.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4326?thumbnail=1&maxWidth=290&maxHeight=164
537,"World Hunger Team, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=537,worldhungerteam,"World Hunger Team seeks to improve the health and well-being of people in poverty by enabling access to organic and sustainable nutrition and safe, clean drinking water.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/537?thumbnail=1&maxWidth=290&maxHeight=164
